inn,name,revenue,employees,nace_code,region,registration_date
6317100485,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕЛЛЕКТУАЛЬНЫЕ ПРОГРАММНЫЕ РЕШЕНИЯ""",1011392000.0,305.0,62.01,Самарская область,2022-07-10
6317110067,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВД-ИНЖИНИРИНГ""",239874000.0,38.0,62.01,Самарская область,2023-09-10
6317110067,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВД-ИНЖИНИРИНГ""",239874000.0,38.0,62.01,Самарская область,2024-07-10
6317122520,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОБЪЕДИНЕННАЯ ТРАНСПОРТНАЯ КАРТА""",209148992.0,18.0,63.11,Самарская область,2023-07-10
6317129090,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗЕТ-СОФТ""",107863000.0,29.0,62.01,Самарская область,2023-07-10
6317146377,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВАНГАРД""",396563008.0,172.0,62.01,Самарская область,2021-07-10
6317150415,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕМС-М""",150542000.0,2.0,62.02,Самарская область,2020-12-10
6317161400,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЕЛСТРОЙ-НОВЫЕ ТЕХНОЛОГИИ""",841593980.0,16.0,62.01,Самарская область,2022-11-10
6317162763,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИНТЕХ-ГИД""",153820992.0,4.0,63.99.1,Самарская область,2023-03-10
6317162763,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИНТЕХ-ГИД""",153820992.0,4.0,63.99.1,Самарская область,2024-07-10
6317164496,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИНТЕХ-МАРКЕТ""",2567472900.0,16.0,62.01,Самарская область,2023-12-10
6318016885,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОЛОДЖИКАЛ ЗУМ""",108347000.0,34.0,62.01,Самарская область,2016-08-10
6318032527,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРЕЙДВЭЙ""",339796000.0,6.0,63.11,Самарская область,2023-07-10
6318225840,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОБРО""",183840000.0,11.0,62.09,Москва,2023-07-10
6318234033,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБСОЛЮТ-ГЛОБАЛ""",176976000.0,5.0,58.13,Самарская область,2016-08-10
6319047325,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВОЛГАСПЕЦРЕМСТРОЙ""",320848000.0,26.0,62.01,Самарская область,2022-06-10
6319102368,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРУППА КОМПАНИЙ ""СОВРЕМЕННЫЕ ТЕХНОЛОГИИ УПРАВЛЕНИЯ""",159200000.0,32.0,62.01,Самарская область,2016-08-10
6319102368,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРУППА КОМПАНИЙ ""СОВРЕМЕННЫЕ ТЕХНОЛОГИИ УПРАВЛЕНИЯ""",159200000.0,32.0,62.01,Самарская область,2024-07-10
6319115832,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕЛЛЕКТ""",107952000.0,5.0,62.02,Самарская область,2016-08-10
6319150851,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛГОРИТМ""",220038000.0,136.0,62.0,Самарская область,2016-08-10
6319159283,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЙ-СИС ЛАБС""",205620992.0,68.0,62.01,Самарская область,2016-08-10
6319221830,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЭДЛАБ""",244654000.0,112.0,62.01,Самарская область,2021-07-10
6319239348,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦРМ.ЛИДС""",865875010.0,15.0,62.09,Москва,2022-06-10
6319246592,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛИД МАСТЕР""",184092992.0,3.0,63.11,Самарская область,2020-06-10
6319253800,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АМЕКС ДЕВЕЛОПМЕНТ""",161051008.0,15.0,62.01,Самарская область,2021-07-10
6319255396,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РТБ ПАБЛИШ""",284057984.0,3.0,63.11,Самарская область,2021-11-10
6319688061,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕДИНЫЙ МИГРАЦИОННЫЙ СЕРВИС""",574915970.0,45.0,62.01,Самарская область,2020-09-10
6319714699,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОНЕФТЬАВТОМАТИКА""",685763970.0,31.0,62.09,Самарская область,2022-11-10
6320041825,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАВОР ИТ""",436871008.0,109.0,62.01,Республика Татарстан,2022-02-10
6320062617,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОЗИСОФТ""",176020000.0,47.0,62.01,Самарская область,2023-07-10
6320070914,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОВОЛЖЬЕ СЕРВИС""",164679008.0,80.0,62.09,Самарская область,2022-10-10
6321151242,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АДП-ИНФОРМ""",109358000.0,21.0,63.11.1,Самарская область,2020-07-10
6321160198,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОГРАММАСТЕР""",194052992.0,48.0,62.01,Самарская область,2016-08-10
6321170397,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВДТ-СЕРВИС""",120654000.0,29.0,62.01,Самарская область,2018-08-10
6321300790,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЕДИНЫЙ ИНФОРМАЦИОННО-РАСЧЕТНЫЙ ЦЕНТР ""КВАРТПЛАТА 24""",366766016.0,10.0,62.01,Самарская область,2021-08-10
6321332520,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИТЭРИЯ""",137376000.0,24.0,62.01,Самарская область,2016-08-10
6321332520,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИТЭРИЯ""",137376000.0,24.0,62.01,Самарская область,2024-07-10
6321347372,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АДВАНСЕД МАРКЕТИНГ""",132789000.0,32.0,62.09,Самарская область,2020-08-10
6321416763,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХОЛМОНТ БИЗНЕС РЕШЕНИЯ""",140027008.0,34.0,62.01,Самарская область,2020-08-10
6322039268,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРИО""",129959000.0,47.0,62.01,Самарская область,2016-08-10
6324052610,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕРТИКАЛЬ""",631403010.0,4.0,63.11,Самарская область,2022-07-10
6324065312,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КО-БИТ""",255676000.0,9.0,63.11,Самарская область,2022-11-10
6324091190,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЖАСТМОБИ""",196846000.0,74.0,62.01,Самарская область,2021-01-10
6325068242,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАКСИМ-СЫЗРАНЬ""",107195000.0,2.0,62.09,Самарская область,2016-08-10
6330055104,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНИЯ ""ВДКОМ-ИТ""",246144000.0,63.0,62.01,Москва,2019-05-10
6330055129,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНИЯ ""ВДКОМ""",966692990.0,188.0,62.01,Самарская область,2016-08-10
6330055129,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНИЯ ""ВДКОМ""",966692990.0,188.0,62.01,Самарская область,2024-07-10
6330061644,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАКРОС""",145884992.0,126.0,62.01,Самарская область,2022-02-10
6330061644,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАКРОС""",145884992.0,126.0,62.01,Самарская область,2024-07-10
6330070864,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКСБИТ-ИТ""",438360000.0,114.0,62.01,Самарская область,2020-08-10
6345030470,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЭТИ ВЭБ""",104514000.0,44.0,63.11.1,Самарская область,2022-07-10
6345030470,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВЕЛАЙТ""",104514000.0,44.0,63.11.1,Самарская область,2024-02-10
6382085251,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМАНДА ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ""",542752000.0,247.0,62.01,Самарская область,2023-09-10
6382090460,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УЛЬТИМАТЕК ИННОВАЦИИ""",145792000.0,37.0,62.01,Москва,2023-12-10
6433007102,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФСОФТ""",103878000.0,47.0,62.01,Саратовская область,2021-07-10
6439088450,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАКСИМ-БАЛАКОВО""",112730000.0,1.0,62.09,Саратовская область,2016-08-10
6449071671,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕБСАЙТСОФТ""",111466000.0,12.0,63.11.1,Саратовская область,2016-08-10
6449091389,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИР КАСС""",118229000.0,37.0,62.09,Саратовская область,2023-07-10
6450017333,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БРЕНТ""",214292992.0,9.0,62.09,Саратовская область,2016-08-10
6450057015,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГА-МЕДИА""",127345000.0,26.0,63.91,Саратовская область,2020-08-10
6450076995,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНФОБИС""",149531008.0,71.0,62.0,Саратовская область,2020-06-10
6450114390,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВУДЗ ЭНД ДИДЖИТС""",114952000.0,38.0,62.01,Саратовская область,2022-05-10
6450114390,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВУДЗ ЭНД ДИДЖИТС""",114952000.0,38.0,62.01,Саратовская область,2024-01-10
6450920270,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОЛОГИЧЕСКИЕ СИСТЕМЫ""",439771008.0,49.0,63.91,Саратовская область,2016-08-10
6451018499,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИН-ВИН""",224616992.0,67.0,63.11,Саратовская область,2021-05-10
6452045336,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНИЯ ""АЛС И ТЕК""",443460000.0,73.0,62.01,Саратовская область,2023-04-10
6452144954,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СКИЛ""",390385984.0,52.0,62.01,Саратовская область,2020-09-10
6452144954,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СКИЛ""",390385984.0,52.0,62.01,Саратовская область,2024-07-10
6452913127,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕЖДУГОРОДНЯЯ МЕЖДУНАРОДНАЯ ТЕЛЕФОННАЯ СТАНЦИЯ""",796702980.0,69.0,62.01,Москва,2023-07-10
6452926510,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРТЕЗИО-САРАТОВ""",178828992.0,33.0,62.01,Саратовская область,2016-08-10
6453074516,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АМАСТЕР""",146895008.0,39.0,62.09,Саратовская область,2023-06-10
6453148800,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИТ АТЛАНТ""",145630000.0,61.0,62.09,Саратовская область,2020-08-10
6453170322,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИВЕРГЕНТ""",117151000.0,34.0,62.01,Саратовская область,2022-06-10
6454039137,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИНФОРМАЦИОННЫЕ И УПРАВЛЯЮЩИЕ СИСТЕМЫ""",165168000.0,113.0,62.01,Саратовская область,2018-02-10
6454039137,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИНФОРМАЦИОННЫЕ И УПРАВЛЯЮЩИЕ СИСТЕМЫ""",165168000.0,113.0,62.01,Саратовская область,2024-07-10
6454085119,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОМПАНИЯ ""АЙ ПИ АР МЕДИА""",239056992.0,54.0,62.09,Московская область,2023-05-10
6454099200,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМАРТСИС""",153651008.0,75.0,62.01,Саратовская область,2016-08-10
6454107860,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕЖДУНАРОДНАЯ АКАДЕМИЯ КОНСАЛТИНГА, АУДИТА И ОБРАЗОВАНИЯ""",128620000.0,5.0,62.01,Саратовская область,2023-02-10
6454107860,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕЖДУНАРОДНАЯ АКАДЕМИЯ КОНСАЛТИНГА, АУДИТА И ОБРАЗОВАНИЯ""",128620000.0,5.0,62.01,Республика Мордовия,2024-01-10
6455023531,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕРВИСНЫЙ ЦЕНТР ТЕХНОСЕРВ""",574105020.0,61.0,62.02,Саратовская область,2022-10-10
6455056745,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР ""ФОРВАРД""",304684000.0,68.0,62.01,Саратовская область,2016-08-10
6455063051,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОПЕНДЭВ""",223876992.0,44.0,62.01,Саратовская область,2016-08-10
6455064930,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИМПУЛЬС""",171368000.0,60.0,62.02,Курганская область,2022-09-10
6455067497,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР ИННОВАЦИОННЫХ РАЗРАБОТОК ""НЕФТЕХИММАШ""",393504992.0,37.0,62.01,Саратовская область,2023-09-10
6455069254,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОРПОРАЦИЯ ""ДИПОЛЬ""",119406000.0,41.0,62.01,Саратовская область,2018-08-10
6501191460,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕГИОНАЛЬНЫЙ ЦЕНТР КОНСУЛЬТАНТ""",140855008.0,33.0,63.11.1,Сахалинская область,2016-08-10
6501231507,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЖИ ЭС КОНСАЛТИНГ""",197047008.0,28.0,62.02,Сахалинская область,2021-07-10
6501241199,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОНСУЛЬТАНТ ПЛЮС САХАЛИН""",143019008.0,31.0,63.11.1,Сахалинская область,2016-08-10
6501278833,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАКСИМ-ЮЖНО-САХАЛИНСК""",129010000.0,3.0,62.09,Сахалинская область,2016-08-10
6501304787,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПЛЕКСНЫЕ ТЕХНИЧЕСКИЕ РЕШЕНИЯ САХАЛИН""",238802000.0,16.0,62.02,Сахалинская область,2024-05-10
6612046690,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАКСИМ-КАМЕНСК-УРАЛЬСКИЙ""",111985000.0,2.0,62.09,Свердловская область,2016-08-10
6623076658,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""Е-ТУР""",140547008.0,2.0,63.11.1,Свердловская область,2016-08-10
6623092804,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИРИДИУМ""",366568992.0,98.0,62.01,Свердловская область,2017-08-10
6623097295,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БОНГО""",164223008.0,65.0,62.01,Свердловская область,2020-08-10
6623120498,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕТПРОФ""",132982000.0,43.0,62.01,Свердловская область,2019-01-10
6623134596,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНВЕСТИЦИОННАЯ ПЛАТФОРМА ""ВДЕЛО""",101320000.0,16.0,62.01,Свердловская область,2021-04-10
6629002116,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЦЕНТР ПО РАЗРАБОТКЕ  И ВНЕДРЕНИЮ   ИНФОРМАЦИОННЫХ  ТЕХНОЛОГИЙ ""ГРАНД""",133939000.0,4.0,63.11,Москва,2023-04-10
6658011059,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НТК ИНТЕРФЕЙС""",206216992.0,36.0,62.01,Свердловская область,2022-06-10
6658018061,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УРАЛЭНЕРГОСЕРВИС""",1001715970.0,94.0,62.01,Свердловская область,2023-12-10
6658121365,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРАЙМ РЕГИОН""",312216992.0,11.0,62.09,Свердловская область,2021-07-10
6658280140,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРАТЕГИОН""",116689000.0,25.0,63.11.1,Свердловская область,2017-07-10
6658305757,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЛМ УРАЛ""",383407008.0,35.0,62.01,Свердловская область,2016-08-10
6658340247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНСТИТУТ ПРОЕКТИРОВАНИЯ, АРХИТЕКТУРЫ И ДИЗАЙНА""",495320992.0,97.0,62.01,Свердловская область,2022-11-10
6658347732,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКСТЕНСИВ - АВТОМАТИЗАЦИЯ""",153928992.0,16.0,62.0,Свердловская область,2023-07-10
6658372383,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОНСУЛЬТАНТПЛЮССЕРВИС""",126361000.0,25.0,63.11.1,Свердловская область,2016-08-10
6658387446,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРОЖНЫЙ КОНСАЛТИНГ""",103640000.0,49.0,63.11,Свердловская область,2022-12-10
6658387446,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРОЖНЫЙ КОНСАЛТИНГ""",103640000.0,49.0,63.11,Свердловская область,2024-07-10
6658396024,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОСОФТ-БИОМЕТРИКС""",308756000.0,61.0,62.01,Свердловская область,2023-05-10
6658396257,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМАРТНАТ""",349295008.0,60.0,63.11.1,Свердловская область,2023-07-10
6658407780,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМАРТЬЮБ""",484960992.0,46.0,62.09,Свердловская область,2021-07-10
6658420446,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОДА СОФТ""",283649984.0,55.0,62.01,Свердловская область,2022-07-10
6658426261,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АУДИОВИДЕОСИСТЕМЫ""",449070016.0,55.0,62.09,Свердловская область,2023-03-10
6658447529,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛИМАРК ТРЕЙД""",463726016.0,26.0,62.02,Свердловская область,2022-12-10
6658451500,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОЛИБРИ""",273998016.0,73.0,62.01,Свердловская область,2021-07-10
6658470687,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВА-ИНЖИНИРИНГ""",218727008.0,10.0,62.01,Свердловская область,2018-02-10
6658472405,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОФТМЕДИАЛАБ""",300576992.0,63.0,62.01,Свердловская область,2023-07-10
6658521194,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОЛАЙТ""",172424992.0,1.0,62.09,Свердловская область,2018-12-10
6658537444,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЙТИСИ""",151500992.0,80.0,62.01,Свердловская область,2020-10-10
6658537444,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЙТИСИ""",151500992.0,80.0,62.01,Свердловская область,2024-07-10
6658542638,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕДКИТ ЛАБ""",390039008.0,88.0,62.01,Свердловская область,2022-07-10
6658551752,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕГЛАБ""",10366385200.0,225.0,62.01,Свердловская область,2023-07-10
6658552139,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНИТ""",249340000.0,67.0,62.01,Свердловская область,2022-04-10
6658553284,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХОББС""",175227008.0,39.0,62.01,Свердловская область,2022-06-10
6659060370,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНСТИТУТ РАДИОЭЛЕКТРОННЫХ СИСТЕМ""",166698000.0,33.0,62.01,Свердловская область,2016-08-10
6659102580,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РАДИОЭЛЕКТРОННЫЕ СИСТЕМЫ""",327036000.0,26.0,62.09,Свердловская область,2021-07-10
6659140032,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОМНИЛАЙН""",114611000.0,4.0,62.01,Свердловская область,2021-07-10
6659178653,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""1-Й СОВЕТНИК""",144588000.0,69.0,62.01,Свердловская область,2019-11-10
6659188267,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО-ПРОИЗВОДСТВЕННЫЙ ЦЕНТР ""НОВАТРАНС""",202420000.0,32.0,62.01,Свердловская область,2022-11-10
6660007211,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПЕЧАТНЫЙ ДОМ ""ФОРМАТ""",572532990.0,70.0,58.11,Свердловская область,2020-08-10
6660075589,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИАМС""",345446016.0,5.0,62.01,Свердловская область,2022-10-10
6662090423,"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВОСТОЧНЫЙ ВЕТЕР""",1061793020.0,109.0,62.01,Свердловская область,2022-06-10
