inn;name;revenue;nace_code;description;has_cat;confidence;evidence;product;source;date
1660137282;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИЗНЕС РЕШЕНИЯ""";290185984;62.01;;TRUE;0.8;Упоминается Trados в фразе 'работаем в Trados';Trados;Async Groq + Llama-3;19.12.2025 03:26
1660156831;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОЕКТНЫЙ ЦЕНТР 1С-РАРУС КАЗАНЬ""";806302020;62.01;;TRUE;0.8;Упоминается Trados в фразе 'работаем в Trados';Trados;Async Groq + Llama-3;19.12.2025 03:26
1660156831;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОЕКТНЫЙ ЦЕНТР 1С-РАРУС КАЗАНЬ""";806302020;62.01;;TRUE;0.8;Упоминается Trados в фразе 'работаем в Trados';Trados;Async Groq + Llama-3;19.12.2025 03:26
1660160838;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРСАНСОФТ""";220195008;62.01;;TRUE;0.8;Упоминается Trados;Trados;Async Groq + Llama-3;19.12.2025 03:26
1660165949;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИСТЕМЫ ДОКУМЕНТООБОРОТА - СЕРВИС""";104835000;62.01;;TRUE;0.8;Упоминается Trados в фразе 'работаем в Trados';Trados;Async Groq + Llama-3;19.12.2025 03:26
1660238629;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕКСТ ИНЖИНИРИНГ""";935568000;62.02;;TRUE;0.8;"Упоминается Trados в фразе ""работаем в Trados""";Trados;Async Groq + Llama-3;19.12.2025 03:26
1660281110;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАЗЛ СИСТЕМС""";253596992;63.11.1;;TRUE;0.8;"Упоминается Trados в фразе ""работаем в Trados""";Trados;Async Groq + Llama-3;19.12.2025 03:26
1683000414;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИНЕРГИЯ СОФТ""";251208000;62.01;;TRUE;0.8;Упоминается Trados в описании компании;Trados;Async Groq + Llama-3;19.12.2025 03:27
1683009223;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""М ДАТА ТЕК""";465086016;62.01;;TRUE;0.8;"Упоминается Trados в фразе ""работаем в Trados""";Trados;Async Groq + Llama-3;19.12.2025 03:27
1683012699;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИДЖИТАЛБИЗФЭКТОРИ""";389595008;62.01;;TRUE;0.8;Упоминается Trados в фразе 'работаем в Trados';Trados;Async Groq + Llama-3;19.12.2025 03:27
1683012699;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИДЖИТАЛБИЗФЭКТОРИ""";389595008;62.01;;TRUE;0.8;"Упоминается Trados в фразе ""работаем в Trados""";Trados;Async Groq + Llama-3;19.12.2025 03:27
1684015269;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВЫЕ ТЕХНОЛОГИИ""";209123008;63.11;;TRUE;0.8;"Упоминается Trados в фразе ""работаем в Trados""";Trados;Async Groq + Llama-3;19.12.2025 03:27
1686013034;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИКСОН ДЕВЕЛОПМЕНТ""";182987008;62.01;;TRUE;0.8;Упоминается Trados;Trados;Async Groq + Llama-3;19.12.2025 03:27
1809905140;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ БАРС""";134344000;62.01;;TRUE;0.8;"Упоминается Trados в фразе ""работаем в Trados""";Trados;Async Groq + Llama-3;19.12.2025 03:28
1831121969;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РИТ""";154919008;62.01;;TRUE;0.8;Упоминается Trados в фразе 'работаем в Trados';Trados;Async Groq + Llama-3;19.12.2025 03:28
1831147300;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР ВЫСОКИХ ТЕХНОЛОГИЙ""";207992000;62.01;;TRUE;0.8;Упоминается Trados;Trados;Async Groq + Llama-3;19.12.2025 03:28
1831164803;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОСПЕКТ ТЕКНОЛОДЖИС""";177984000;62.01;;TRUE;0.8;"Упоминается Trados в фразе ""работаем в Trados""";Trados;Async Groq + Llama-3;19.12.2025 03:28
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
